time,loaded,inserted,running,waiting,ended,arrived,collisions,teleports,halting,stopped,meanWaitingTime,meanTravelTime,meanSpeed,meanSpeedRelative,duration
58422.0,1145,943,338,3,605,605,0,0,63,0,3.04,243.52,8.54,0.61,7
58423.0,1145,944,338,4,606,606,0,0,68,0,3.05,243.35,8.65,0.62,5
58424.0,1145,945,339,3,606,606,0,0,72,0,3.05,243.35,8.68,0.62,5
58425.0,1145,947,337,3,610,610,0,0,75,0,3.05,243.08,8.48,0.61,6
58426.0,1145,947,334,4,613,613,0,0,74,0,3.05,243.19,8.46,0.6,5
58427.0,1145,948,335,3,613,613,0,0,78,0,3.05,243.19,8.46,0.6,6
58428.0,1145,950,335,2,615,615,0,0,80,0,3.05,242.95,8.4,0.6,6
58429.0,1145,950,332,2,618,618,0,0,81,0,3.05,243.3,8.37,0.6,5
58430.0,1145,950,331,2,619,619,0,0,78,0,3.05,243.25,8.3,0.59,5
58431.0,1145,950,330,2,620,620,0,0,78,0,3.05,243.31,8.29,0.6,6
58432.0,1145,952,332,2,620,620,0,0,83,0,3.04,243.31,8.13,0.58,6
58433.0,1145,955,333,2,622,622,0,0,88,0,3.03,243.34,7.95,0.57,5
58434.0,1145,956,333,2,623,623,0,0,87,0,3.03,243.36,7.85,0.56,6
58435.0,1145,956,333,2,623,623,0,0,91,0,3.03,243.36,7.85,0.56,5
58436.0,1145,957,333,2,624,624,0,0,93,0,3.03,243.59,7.86,0.57,5
58437.0,1145,958,332,2,626,626,0,0,99,0,3.03,243.72,7.84,0.57,4
58438.0,1145,958,331,2,627,627,0,0,100,0,3.03,243.56,7.79,0.57,4
58439.0,1145,958,330,3,628,628,0,0,103,0,3.03,243.42,7.72,0.56,5
58440.0,1145,958,329,3,629,629,0,0,107,0,3.03,243.51,7.7,0.57,5
58441.0,1145,959,326,3,633,633,0,0,110,0,3.02,243.44,7.6,0.56,5
58442.0,1145,960,326,2,634,634,0,0,115,0,3.02,243.52,7.5,0.55,4
58443.0,1145,961,326,2,635,635,0,0,117,0,3.02,243.54,7.29,0.53,6
58444.0,1145,961,326,2,635,635,0,0,117,0,3.02,243.54,7.2,0.53,4
58445.0,1145,961,325,2,636,636,0,0,122,0,3.02,244.07,7.14,0.52,4
58446.0,1145,961,324,2,637,637,0,0,125,0,3.02,244.26,7.13,0.52,5
58447.0,1145,961,324,2,637,637,0,0,130,0,3.02,244.26,7.12,0.52,5
58448.0,1145,963,324,2,639,639,0,0,132,0,3.02,244.45,6.95,0.51,5
58449.0,1145,963,322,2,641,641,0,0,132,0,3.02,244.23,6.78,0.5,4
58450.0,1145,963,320,2,643,643,0,0,131,0,3.02,244.37,6.58,0.49,5
58451.0,1145,963,318,2,645,645,0,0,132,0,3.02,244.5,6.44,0.48,5
58452.0,1145,965,314,2,651,651,0,0,131,0,3.01,244.82,6.16,0.46,5
58453.0,1145,966,314,2,652,652,0,0,128,0,3.01,244.83,6.15,0.46,4
58454.0,1145,966,311,3,655,655,0,0,128,0,3.01,244.41,6.09,0.46,4
58455.0,1145,966,310,3,656,656,0,0,123,0,3.01,244.45,6.1,0.46,5
58456.0,1145,967,307,2,660,660,0,0,118,0,3.01,244.53,6.09,0.45,5
58457.0,1145,968,305,2,663,663,0,0,115,0,3.01,244.74,6.06,0.45,4
58458.0,1145,968,304,3,664,664,0,0,113,0,3.01,244.73,6.11,0.46,6
58459.0,1145,969,301,4,668,668,0,0,120,0,3.01,244.79,6.09,0.45,5
58460.0,1145,971,302,4,669,669,0,0,115,0,3.0,244.7,6.03,0.44,5
58461.0,1145,971,299,5,672,672,0,0,113,0,3.0,244.84,6.08,0.45,6
58462.0,1145,974,300,6,674,674,0,0,113,0,3.0,244.94,6.2,0.45,5
58463.0,1145,975,301,6,674,674,0,0,111,0,3.0,244.94,6.36,0.46,5
58464.0,1145,976,301,7,675,675,0,0,111,0,2.99,244.82,6.47,0.47,6
58465.0,1145,977,301,7,676,676,0,0,112,0,3.0,245.02,6.55,0.47,4
58466.0,1145,978,299,7,679,679,0,0,109,0,3.0,244.31,6.56,0.47,5
58467.0,1145,978,299,8,679,679,0,0,106,0,3.0,244.31,6.71,0.48,4
58468.0,1145,979,300,8,679,679,0,0,108,0,3.04,244.31,6.77,0.49,4
58469.0,1145,982,303,7,679,679,0,0,109,0,3.03,244.31,6.8,0.49,5
58470.0,1145,982,302,8,680,680,0,0,106,0,3.03,244.54,6.81,0.49,5
58471.0,1145,984,304,8,680,680,0,0,110,0,3.04,244.54,6.89,0.5,4
58472.0,1145,986,305,7,681,681,0,0,112,0,3.04,244.78,6.93,0.51,5
58473.0,1145,986,305,7,681,681,0,0,110,0,3.04,244.78,6.93,0.5,6
58474.0,1145,990,309,7,681,681,0,0,116,0,3.04,244.78,6.81,0.5,5
58475.0,1145,991,310,6,681,681,0,0,114,0,3.05,244.78,6.75,0.49,5
58476.0,1145,994,313,6,681,681,0,0,119,0,3.04,244.78,6.67,0.49,5
58477.0,1145,995,313,6,682,682,0,0,117,0,3.05,244.72,6.62,0.49,5
58478.0,1145,996,313,6,683,683,0,0,120,0,3.06,244.64,6.53,0.48,6
58479.0,1145,997,314,6,683,683,0,0,121,0,3.05,244.64,6.47,0.48,4
58480.0,1145,998,315,5,683,683,0,0,124,0,3.07,244.64,6.36,0.47,5
58481.0,1145,998,313,5,685,685,0,0,126,0,3.07,245.03,6.26,0.46,5
58482.0,1145,1000,315,4,685,685,0,0,127,0,3.07,245.03,6.26,0.46,5
58483.0,1145,1001,314,3,687,687,0,0,129,0,3.08,245.25,6.14,0.45,5
58484.0,1145,1002,314,3,688,688,0,0,132,0,3.08,245.18,6.12,0.45,5
58485.0,1145,1003,314,3,689,689,0,0,131,0,3.07,245.39,6.01,0.45,5
58486.0,1145,1004,314,3,690,690,0,0,131,0,3.09,245.48,5.94,0.44,5
58487.0,1145,1004,313,3,691,691,0,0,134,0,3.09,245.27,5.88,0.44,5
58488.0,1145,1005,314,4,691,691,0,0,139,0,3.09,245.27,5.76,0.43,5
58489.0,1145,1008,315,3,693,693,0,0,141,0,3.09,245.93,5.6,0.41,5
58490.0,1145,1009,316,4,693,693,0,0,142,0,3.09,245.93,5.52,0.41,6
58491.0,1145,1011,317,4,694,694,0,0,143,0,3.08,246.01,5.37,0.4,5
58492.0,1145,1012,315,3,697,697,0,0,146,0,3.09,245.8,5.19,0.39,5
58493.0,1145,1012,314,4,698,698,0,0,143,0,3.09,246.47,5.06,0.38,4
58494.0,1145,1013,313,4,700,700,0,0,149,0,3.08,246.15,4.97,0.37,5
58495.0,1145,1014,314,4,700,700,0,0,152,0,3.09,246.15,4.95,0.37,5
58496.0,1145,1016,316,6,700,700,0,0,155,0,3.08,246.15,4.84,0.36,4
58497.0,1145,1017,316,6,701,701,0,0,159,0,3.08,246.21,4.72,0.35,5
58498.0,1145,1019,317,6,702,702,0,0,162,0,3.09,246.18,4.54,0.34,5
58499.0,1145,1022,319,6,703,703,0,0,162,0,3.08,246.38,4.34,0.33,5
58500.0,1145,1023,319,7,704,704,0,0,119,0,3.08,246.44,4.5,0.34,5
58501.0,1145,1025,321,7,704,704,0,0,94,0,3.08,246.44,4.77,0.36,6
58502.0,1145,1028,324,7,704,704,0,0,78,0,3.08,246.44,5.07,0.38,5
58503.0,1145,1028,322,9,706,706,0,0,68,0,3.08,246.25,5.44,0.4,6
58504.0,1145,1029,323,9,706,706,0,0,67,0,3.09,246.25,5.99,0.44,6
58505.0,1145,1031,324,9,707,707,0,0,70,0,3.09,246.12,6.49,0.47,6
58506.0,1145,1033,326,9,707,707,0,0,73,0,3.09,246.12,7.01,0.51,7
58507.0,1145,1036,328,8,708,708,0,0,72,0,3.09,246.37,7.44,0.53,7
58508.0,1145,1037,329,9,708,708,0,0,69,0,3.1,246.37,7.81,0.56,6
58509.0,1145,1039,329,8,710,710,0,0,70,0,3.1,246.63,8.06,0.57,5
58510.0,1145,1039,328,8,711,711,0,0,69,0,3.1,246.43,8.28,0.58,5
58511.0,1145,1039,328,8,711,711,0,0,71,0,3.1,246.43,8.42,0.59,6
58512.0,1145,1041,329,8,712,712,0,0,75,0,3.1,246.23,8.46,0.59,5
58513.0,1145,1041,329,9,712,712,0,0,76,0,3.1,246.23,8.55,0.59,6
58514.0,1145,1042,329,9,713,713,0,0,78,0,3.11,246.07,8.55,0.6,5
58515.0,1145,1042,328,9,714,714,0,0,79,0,3.11,246.16,8.49,0.59,5
58516.0,1145,1042,326,9,716,716,0,0,82,0,3.11,245.76,8.42,0.59,6
58517.0,1145,1043,325,9,718,718,0,0,87,0,3.12,245.57,8.21,0.57,5
58518.0,1145,1043,323,9,720,720,0,0,85,0,3.12,245.86,8.13,0.57,5
58519.0,1145,1045,325,9,720,720,0,0,90,0,3.12,245.86,8.0,0.56,5
58520.0,1145,1045,324,9,721,721,0,0,92,0,3.12,245.6,7.98,0.56,5
58521.0,1145,1048,326,10,722,722,0,0,101,0,3.12,246.01,7.87,0.55,6
58522.0,1145,1049,325,10,724,724,0,0,98,0,3.12,246.16,7.81,0.55,4
58523.0,1145,1050,325,10,725,725,0,0,102,0,3.12,246.01,7.75,0.55,6
58524.0,1145,1051,326,12,725,725,0,0,104,0,3.12,246.01,7.78,0.55,5
58525.0,1145,1052,325,11,727,727,0,0,104,0,3.13,246.69,7.81,0.55,6
58526.0,1145,1053,325,11,728,728,0,0,107,0,3.13,247.26,7.79,0.55,5
58527.0,1145,1053,323,11,730,730,0,0,109,0,3.13,247.36,7.77,0.55,6
58528.0,1145,1055,323,10,732,732,0,0,114,0,3.13,247.92,7.67,0.54,5
58529.0,1145,1055,323,10,732,732,0,0,113,0,3.13,247.92,7.63,0.54,5
58530.0,1145,1055,321,10,734,734,0,0,115,0,3.13,248.05,7.57,0.54,5
58531.0,1145,1057,323,10,734,734,0,0,120,0,3.13,248.05,7.43,0.53,5
58532.0,1145,1058,323,11,735,735,0,0,119,0,3.13,248.31,7.38,0.52,5
58533.0,1145,1058,322,11,736,736,0,0,118,0,3.13,248.09,7.27,0.52,5
58534.0,1145,1060,324,10,736,736,0,0,121,0,3.13,248.09,7.21,0.52,5
58535.0,1145,1061,324,9,737,737,0,0,120,0,3.13,247.89,7.19,0.51,5
58536.0,1145,1061,320,9,741,741,0,0,122,0,3.13,248.28,7.07,0.5,5
58537.0,1145,1063,319,8,744,744,0,0,125,0,3.13,248.56,6.89,0.49,5
58538.0,1145,1063,318,8,745,745,0,0,122,0,3.13,248.5,6.84,0.49,6
58539.0,1145,1063,316,10,747,747,0,0,123,0,3.13,248.65,6.71,0.48,5
58540.0,1145,1064,317,9,747,747,0,0,123,0,3.13,248.65,6.51,0.47,5
58541.0,1145,1064,315,9,749,749,0,0,124,0,3.13,248.85,6.25,0.45,5
58542.0,1145,1066,314,9,752,752,0,0,132,0,3.12,248.96,6.02,0.43,5
58543.0,1145,1066,311,9,755,755,0,0,133,0,3.12,249.2,5.85,0.42,5
58544.0,1145,1067,309,9,758,758,0,0,142,0,3.12,249.39,5.61,0.41,5
58545.0,1145,1067,309,9,758,758,0,0,139,0,3.12,249.39,5.52,0.4,6
58546.0,1145,1068,308,9,760,760,0,0,143,0,3.12,249.43,5.38,0.39,4
58547.0,1145,1068,307,9,761,761,0,0,144,0,3.12,249.46,5.28,0.39,6
58548.0,1145,1069,307,9,762,762,0,0,147,0,3.12,249.49,5.17,0.38,5
58549.0,1145,1069,306,10,763,763,0,0,150,0,3.12,249.5,5.03,0.37,5
58550.0,1145,1069,304,10,765,765,0,0,139,0,3.12,249.51,4.97,0.37,5
58551.0,1145,1069,304,11,765,765,0,0,133,0,3.12,249.51,4.93,0.36,4
58552.0,1145,1069,301,11,768,768,0,0,130,0,3.12,249.14,4.91,0.36,5
58553.0,1145,1070,300,11,770,770,0,0,127,0,3.11,249.33,5.05,0.37,5
58554.0,1145,1071,301,12,770,770,0,0,125,0,3.11,249.33,5.23,0.38,4
58555.0,1145,1071,301,12,770,770,0,0,122,0,3.11,249.33,5.53,0.4,5
58556.0,1145,1071,301,13,770,770,0,0,120,0,3.11,249.33,5.78,0.42,5
58557.0,1145,1072,302,12,770,770,0,0,121,0,3.16,249.33,5.97,0.44,6
58558.0,1145,1073,302,13,771,771,0,0,122,0,3.16,249.32,6.07,0.44,5
58559.0,1145,1073,301,13,772,772,0,0,125,0,3.16,249.36,6.14,0.45,5
58560.0,1145,1074,300,14,774,774,0,0,125,0,3.16,249.09,6.13,0.45,6
58561.0,1145,1077,301,13,776,776,0,0,127,0,3.21,249.23,6.05,0.44,5
58562.0,1145,1077,301,15,776,776,0,0,125,0,3.21,249.23,6.2,0.45,5
58563.0,1145,1078,300,14,778,778,0,0,127,0,3.21,249.89,6.2,0.45,5
58564.0,1145,1080,301,14,779,779,0,0,131,0,3.26,249.84,6.1,0.44,6
58565.0,1145,1080,298,14,782,782,0,0,131,0,3.26,250.46,6.07,0.44,5
58566.0,1145,1080,297,14,783,783,0,0,133,0,3.26,250.49,6.03,0.44,6
58567.0,1145,1084,300,14,784,784,0,0,136,0,3.3,250.68,5.86,0.43,4
58568.0,1145,1085,300,14,785,785,0,0,134,0,3.3,250.81,5.71,0.42,4
58569.0,1145,1085,299,15,786,786,0,0,137,0,3.3,250.82,5.67,0.42,5
58570.0,1145,1087,300,14,787,787,0,0,142,0,3.34,250.95,5.63,0.42,5
58571.0,1145,1087,298,15,789,789,0,0,140,0,3.34,250.76,5.55,0.4,4
58572.0,1145,1089,299,15,790,790,0,0,146,0,3.34,250.65,5.43,0.4,4
58573.0,1145,1092,301,14,791,791,0,0,149,0,3.38,250.75,5.28,0.39,5
58574.0,1145,1094,302,15,792,792,0,0,149,0,3.37,250.85,5.07,0.37,5
58575.0,1145,1095,302,15,793,793,0,0,150,0,3.37,250.97,4.92,0.36,5
58576.0,1145,1098,304,15,794,794,0,0,157,0,3.41,250.9,4.82,0.36,5
58577.0,1145,1099,304,15,795,795,0,0,159,0,3.41,250.98,4.68,0.35,4
58578.0,1145,1099,303,15,796,796,0,0,162,0,3.41,251.05,4.65,0.34,4
58579.0,1145,1100,301,15,799,799,0,0,164,0,3.41,250.83,4.57,0.34,4
58580.0,1145,1102,302,13,800,800,0,0,168,0,3.44,250.83,4.45,0.33,4
58581.0,1145,1103,303,13,800,800,0,0,167,0,3.44,250.83,4.41,0.33,5
58582.0,1145,1103,302,13,801,801,0,0,167,0,3.44,250.84,4.3,0.32,4
58583.0,1145,1103,302,13,801,801,0,0,171,0,3.44,250.84,4.21,0.31,4
58584.0,1145,1103,301,13,802,802,0,0,172,0,3.44,250.66,4.09,0.31,6
58585.0,1145,1106,303,12,803,803,0,0,177,0,3.47,250.63,3.96,0.3,4
58586.0,1145,1107,303,12,804,804,0,0,178,0,3.46,250.51,3.89,0.3,5
58587.0,1145,1107,303,12,804,804,0,0,179,0,3.46,250.51,3.84,0.29,4
58588.0,1145,1108,304,11,804,804,0,0,182,0,3.49,250.51,3.76,0.28,5
58589.0,1145,1109,305,11,804,804,0,0,185,0,3.49,250.51,3.71,0.28,4
58590.0,1145,1110,306,11,804,804,0,0,138,0,3.49,250.51,3.99,0.3,5
58591.0,1145,1112,307,11,805,805,0,0,108,0,3.52,250.74,4.39,0.32,5
58592.0,1145,1113,306,10,807,807,0,0,95,0,3.52,250.7,4.75,0.34,6
58593.0,1145,1115,308,10,807,807,0,0,85,0,3.51,250.7,5.26,0.38,6
58594.0,1145,1118,310,10,808,808,0,0,81,0,3.54,250.62,5.8,0.42,6
58595.0,1145,1119,311,10,808,808,0,0,75,0,3.54,250.62,6.35,0.45,5
58596.0,1145,1120,312,10,808,808,0,0,71,0,3.54,250.62,6.9,0.49,5
58597.0,1145,1120,311,10,809,809,0,0,68,0,3.54,250.85,7.42,0.53,5
58598.0,1145,1121,310,10,811,811,0,0,68,0,3.54,251.06,7.72,0.55,6
58599.0,1145,1123,311,11,812,812,0,0,73,0,3.53,251.02,7.98,0.56,5
58600.0,1145,1123,310,12,813,813,0,0,73,0,3.53,251.16,8.2,0.58,6
58601.0,1145,1125,308,12,817,817,0,0,77,0,3.53,250.79,8.16,0.58,5
58602.0,1145,1126,306,12,820,820,0,0,79,0,3.53,250.49,8.14,0.58,6
58603.0,1145,1129,307,15,822,822,0,0,81,0,3.52,250.27,8.1,0.58,6
58604.0,1145,1130,307,14,823,823,0,0,83,0,3.52,250.14,8.14,0.58,6
58605.0,1417,1132,307,15,825,825,0,0,86,0,3.52,249.95,8.14,0.58,28
58606.0,1417,1132,306,16,826,826,0,0,85,0,3.52,249.81,8.2,0.58,5
58607.0,1417,1133,305,15,828,828,0,0,88,0,3.52,249.76,8.13,0.58,6
58608.0,1417,1135,306,15,829,829,0,0,90,0,3.52,249.67,8.05,0.58,5
58609.0,1417,1136,305,15,831,831,0,0,91,0,3.52,250.2,8.06,0.58,5
58610.0,1417,1138,305,15,833,833,0,0,94,0,3.52,250.14,8.06,0.58,5
58611.0,1417,1138,303,16,835,835,0,0,92,0,3.52,249.92,8.06,0.58,5
58612.0,1417,1140,304,16,836,836,0,0,97,0,3.52,249.96,8.05,0.58,5
58613.0,1417,1141,305,15,836,836,0,0,95,0,3.52,249.96,8.09,0.58,5
58614.0,1417,1141,302,16,839,839,0,0,98,0,3.52,249.95,8.05,0.58,6
58615.0,1417,1144,305,16,839,839,0,0,101,0,3.52,249.95,7.98,0.57,5
58616.0,1417,1145,304,17,841,841,0,0,100,0,3.52,249.98,7.94,0.57,5
58617.0,1417,1145,304,17,841,841,0,0,98,0,3.52,249.98,7.94,0.57,5
58618.0,1417,1147,304,16,843,843,0,0,100,0,3.52,249.93,7.84,0.57,6
58619.0,1417,1150,305,16,845,845,0,0,105,0,3.52,249.94,7.63,0.55,6
58620.0,1417,1150,304,18,846,846,0,0,103,0,3.52,249.92,7.61,0.55,5
58621.0,1417,1151,304,19,847,847,0,0,103,0,3.52,249.87,7.45,0.54,5
58622.0,1417,1153,304,19,849,849,0,0,103,0,3.52,249.92,7.34,0.53,6
58623.0,1417,1153,304,20,849,849,0,0,105,0,3.52,249.92,7.31,0.53,4
58624.0,1417,1153,304,20,849,849,0,0,107,0,3.52,249.92,7.33,0.53,4
58625.0,1417,1155,305,19,850,850,0,0,110,0,3.52,250.05,7.21,0.52,5
58626.0,1417,1156,306,18,850,850,0,0,112,0,3.52,250.05,7.2,0.52,5
58627.0,1417,1157,304,18,853,853,0,0,113,0,3.52,250.04,7.06,0.51,5
58628.0,1417,1158,303,17,855,855,0,0,114,0,3.52,249.85,6.89,0.49,5
58629.0,1417,1159,302,18,857,857,0,0,117,0,3.52,249.79,6.74,0.49,5
58630.0,1417,1161,301,18,860,860,0,0,120,0,3.52,249.57,6.4,0.46,5
58631.0,1417,1163,303,18,860,860,0,0,121,0,3.52,249.57,6.13,0.44,6
58632.0,1417,1165,302,19,863,863,0,0,120,0,3.52,249.44,5.95,0.43,5
58633.0,1417,1168,305,18,863,863,0,0,124,0,3.52,249.44,5.9,0.43,5
58634.0,1417,1169,304,19,865,865,0,0,123,0,3.52,249.35,5.78,0.42,5
58635.0,1417,1171,306,17,865,865,0,0,126,0,3.52,249.35,5.78,0.42,4
58636.0,1417,1173,307,16,866,866,0,0,125,0,3.53,249.33,5.74,0.42,5
58637.0,1417,1173,306,16,867,867,0,0,127,0,3.53,249.33,5.69,0.42,4
58638.0,1417,1173,305,16,868,868,0,0,127,0,3.53,249.41,5.68,0.42,5
58639.0,1417,1175,305,14,870,870,0,0,133,0,3.55,249.13,5.56,0.41,5
58640.0,1417,1176,305,15,871,871,0,0,119,0,3.54,249.14,5.57,0.41,5
58641.0,1417,1177,305,15,872,872,0,0,112,0,3.54,249.21,5.66,0.42,5
58642.0,1417,1177,303,17,874,874,0,0,107,0,3.54,249.36,5.79,0.43,5
58643.0,1417,1177,302,18,875,875,0,0,104,0,3.54,249.32,5.89,0.44,5
58644.0,1417,1179,304,18,875,875,0,0,105,0,3.54,249.32,6.05,0.45,5
58645.0,1417,1179,303,19,876,876,0,0,106,0,3.54,249.24,6.28,0.47,6
58646.0,1417,1180,303,20,877,877,0,0,109,0,3.54,249.16,6.44,0.48,5
58647.0,1417,1182,305,19,877,877,0,0,109,0,3.61,249.16,6.62,0.49,6
58648.0,1417,1183,305,21,878,878,0,0,112,0,3.61,249.21,6.7,0.49,6
58649.0,1417,1185,306,21,879,879,0,0,113,0,3.61,248.95,6.76,0.5,6
58650.0,1417,1187,306,20,881,881,0,0,115,0,3.68,248.81,6.62,0.49,6
58651.0,1417,1190,307,21,883,883,0,0,116,0,3.67,248.75,6.49,0.48,5
58652.0,1417,1191,307,22,884,884,0,0,116,0,3.67,248.6,6.42,0.48,5
58653.0,1417,1194,309,19,885,885,0,0,121,0,3.74,249.28,6.27,0.47,5
58654.0,1417,1197,312,20,885,885,0,0,125,0,3.74,249.28,6.21,0.46,6
58655.0,1417,1199,313,20,886,886,0,0,126,0,3.74,249.96,6.16,0.46,5
58656.0,1417,1201,315,20,886,886,0,0,128,0,3.81,249.96,6.07,0.45,6
58657.0,1417,1203,317,21,886,886,0,0,130,0,3.81,249.96,6.0,0.45,4
58658.0,1417,1204,318,21,886,886,0,0,130,0,3.81,249.96,5.88,0.44,5
58659.0,1417,1205,319,22,886,886,0,0,135,0,3.88,249.96,5.76,0.43,6
58660.0,1417,1208,322,21,886,886,0,0,138,0,3.88,249.96,5.63,0.42,5
58661.0,1417,1210,323,21,887,887,0,0,140,0,3.87,250.1,5.58,0.42,5
58662.0,1417,1213,324,20,889,889,0,0,148,0,3.94,250.4,5.51,0.42,6
58663.0,1417,1213,322,23,891,891,0,0,150,0,3.94,250.5,5.51,0.41,5
58664.0,1417,1214,323,22,891,891,0,0,152,0,3.94,250.5,5.49,0.41,5
58665.0,1417,1217,325,21,892,892,0,0,155,0,4.02,250.26,5.41,0.41,5
58666.0,1417,1217,324,22,893,893,0,0,154,0,4.02,250.18,5.34,0.4,5
58667.0,1417,1220,325,22,895,895,0,0,161,0,4.01,250.35,5.13,0.39,5
58668.0,1417,1221,325,21,896,896,0,0,165,0,4.09,250.26,5.06,0.38,5
58669.0,1417,1221,324,23,897,897,0,0,165,0,4.09,250.17,4.94,0.37,5
58670.0,1417,1223,326,23,897,897,0,0,166,0,4.09,250.17,4.87,0.37,6
58671.0,1417,1227,329,22,898,898,0,0,170,0,4.13,250.17,4.75,0.36,6
58672.0,1417,1229,329,22,900,900,0,0,171,0,4.13,250.25,4.65,0.36,5
58673.0,1417,1229,329,22,900,900,0,0,170,0,4.13,250.25,4.56,0.35,4
58674.0,1417,1230,328,21,902,902,0,0,171,0,4.19,250.32,4.4,0.34,6
58675.0,1417,1230,328,21,902,902,0,0,176,0,4.19,250.32,4.41,0.34,4
58676.0,1417,1234,332,20,902,902,0,0,184,0,4.18,250.32,4.39,0.34,4
58677.0,1417,1236,334,18,902,902,0,0,185,0,4.24,250.32,4.42,0.34,5
58678.0,1417,1236,333,18,903,903,0,0,181,0,4.24,250.44,4.39,0.34,6
58679.0,1417,1238,335,18,903,903,0,0,185,0,4.24,250.44,4.31,0.33,4
58680.0,1417,1240,337,17,903,903,0,0,136,0,4.29,250.44,4.46,0.34,6
58681.0,1417,1241,338,17,903,903,0,0,107,0,4.29,250.44,4.81,0.36,5
58682.0,1417,1242,339,17,903,903,0,0,92,0,4.29,250.44,5.22,0.39,5
58683.0,1417,1244,340,17,904,904,0,0,87,0,4.32,250.51,5.61,0.42,6
58684.0,1417,1246,341,16,905,905,0,0,80,0,4.35,250.44,6.01,0.45,6
58685.0,1417,1247,341,16,906,906,0,0,76,0,4.35,250.51,6.5,0.48,7
58686.0,1417,1247,340,17,907,907,0,0,73,0,4.35,250.52,7.01,0.51,6
58687.0,1417,1248,341,16,907,907,0,0,73,0,4.38,250.52,7.38,0.54,6
58688.0,1417,1249,340,15,909,909,0,0,75,0,4.38,250.51,7.76,0.56,6
58689.0,1417,1249,339,15,910,910,0,0,78,0,4.38,250.37,7.92,0.57,7
58690.0,1417,1252,341,15,911,911,0,0,82,0,4.37,250.23,7.99,0.57,7
58691.0,1417,1255,344,14,911,911,0,0,88,0,4.37,250.23,8.0,0.57,6
58692.0,1417,1255,344,15,911,911,0,0,87,0,4.37,250.23,8.12,0.58,7
58693.0,1417,1257,346,15,911,911,0,0,88,0,4.36,250.23,8.02,0.57,6
58694.0,1417,1258,347,15,911,911,0,0,88,0,4.37,250.23,8.02,0.57,5
58695.0,1417,1258,347,16,911,911,0,0,89,0,4.37,250.23,8.04,0.57,6
58696.0,1417,1259,348,16,911,911,0,0,95,0,4.36,250.23,8.0,0.57,6
58697.0,1417,1260,348,15,912,912,0,0,97,0,4.37,250.77,7.85,0.56,6
58698.0,1417,1260,348,16,912,912,0,0,97,0,4.37,250.77,7.73,0.55,6
58699.0,1417,1262,347,16,915,915,0,0,103,0,4.36,251.26,7.6,0.54,6
58700.0,1417,1263,347,15,916,916,0,0,104,0,4.36,251.2,7.54,0.54,5
58701.0,1417,1263,346,16,917,917,0,0,104,0,4.36,251.26,7.5,0.53,5
58702.0,1417,1264,345,15,919,919,0,0,109,0,4.36,251.28,7.44,0.53,5
58703.0,1417,1265,344,14,921,921,0,0,112,0,4.36,251.13,7.34,0.52,5
58704.0,1417,1265,344,14,921,921,0,0,109,0,4.36,251.13,7.36,0.52,5
58705.0,1417,1265,342,15,923,923,0,0,113,0,4.36,251.18,7.34,0.52,5
58706.0,1417,1267,344,15,923,923,0,0,115,0,4.36,251.18,7.31,0.52,5
58707.0,1417,1268,343,15,925,925,0,0,114,0,4.36,251.12,7.23,0.51,5
58708.0,1417,1269,342,17,927,927,0,0,114,0,4.36,251.14,7.18,0.51,6
58709.0,1417,1273,344,17,929,929,0,0,119,0,4.34,251.2,7.13,0.51,6
58710.0,1417,1274,341,17,933,933,0,0,115,0,4.34,251.1,7.07,0.5,7
58711.0,1417,1274,340,19,934,934,0,0,112,0,4.34,251.05,7.13,0.51,5
58712.0,1417,1275,338,18,937,937,0,0,113,0,4.34,250.98,7.09,0.51,5
58713.0,1417,1276,339,17,937,937,0,0,114,0,4.34,250.98,7.16,0.51,6
58714.0,1417,1277,339,18,938,938,0,0,114,0,4.34,251.03,7.22,0.52,5
58715.0,1417,1278,339,17,939,939,0,0,114,0,4.34,250.96,7.23,0.52,5
58716.0,1417,1278,338,17,940,940,0,0,114,0,4.34,251.01,7.25,0.52,6
58717.0,1417,1280,338,17,942,942,0,0,117,0,4.33,251.22,7.22,0.52,5
58718.0,1417,1280,337,17,943,943,0,0,116,0,4.33,251.26,7.06,0.51,6
58719.0,1417,1283,339,18,944,944,0,0,119,0,4.32,251.35,6.88,0.5,6
58720.0,1417,1284,338,18,946,946,0,0,114,0,4.32,251.39,6.75,0.49,5
58721.0,1417,1285,337,18,948,948,0,0,113,0,4.32,251.41,6.8,0.49,6
58722.0,1417,1286,336,19,950,950,0,0,114,0,4.32,251.28,6.8,0.49,6
58723.0,1417,1288,335,19,953,953,0,0,112,0,4.31,251.45,6.73,0.48,7
58724.0,1417,1289,335,19,954,954,0,0,112,0,4.31,251.27,6.68,0.48,6
58725.0,1417,1290,334,20,956,956,0,0,109,0,4.31,251.31,6.7,0.48,5
58726.0,1417,1292,335,20,957,957,0,0,108,0,4.31,251.45,6.63,0.48,6
58727.0,1417,1293,334,20,959,959,0,0,109,0,4.3,251.37,6.58,0.47,5
58728.0,1417,1293,332,21,961,961,0,0,114,0,4.3,251.28,6.53,0.47,5
58729.0,1417,1295,332,21,963,963,0,0,120,0,4.3,250.95,6.34,0.46,5
58730.0,1417,1296,332,22,964,964,0,0,111,0,4.3,251.08,6.37,0.46,5
58731.0,1417,1300,334,20,966,966,0,0,111,0,4.3,251.19,6.33,0.46,6
